poisonous,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,label,poisonous_readable,cap_shape_readable,cap_surface_readable,cap_color_readable,bruises_readable,odor_readable,gill_attachment_readable,gill_spacing_readable,gill_size_readable,gill_color_readable,stalk_shape_readable,stalk_root_readable,stalk_surface_above_ring_readable,stalk_surface_below_ring_readable,stalk_color_above_ring_readable,stalk_color_below_ring_readable,veil_type_readable,veil_color_readable,ring_number_readable,ring_type_readable,spore_print_color_readable,population_readable,habitat_readable,label_num,has_bruises,odor_freq,odor_poison_rate,cap_shape_surface,odor_capcolor,gill_is_pink,gill_is_brown,gill_is_white,gill_is_chocolate,gill_is_gray,gill_is_purple,gill_is_black,gill_is_green,gill_is_yellow,cap_shape_surface_te,odor_capcolor_te,cap_shape_surface_te_full,odor_capcolor_te_full,has_bruises
e,f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_fibrous,none|red,0,1,0,0,0,0,0,0,0,0.3160494,0.0,0.3201581,0.0,True
e,f,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,edible,edible,flat,fibrous,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_fibrous,none|brown,0,0,0,0,0,1,0,0,0,0.32133996,0.0,0.3201581,0.0,True
e,x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,edible,edible,convex,scaly,gray,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,convex_scaly,none|gray,0,1,0,0,0,0,0,0,0,0.35514018,0.0,0.37243947,0.0,True
e,x,y,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,edible,edible,convex,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,convex_scaly,none|brown,0,0,1,0,0,0,0,0,0,0.38816568,0.0,0.37243947,0.0,True
e,f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,0,0,0,0,1,0,0,0,0.45466492,0.0,0.4353671,0.0,True
p,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,poisonous,poisonous,convex,fibrous,pink,no_bruises,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,1,False,192,1.0,convex_fibrous,creosote|pink,1,0,0,0,0,0,0,0,0,0.36973834,1.0,0.37906137,1.0,False
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_fibrous,none|red,1,0,0,0,0,0,0,0,0,0.31840795,0.0,0.3201581,0.0,True
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,poisonous,poisonous,convex,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,woods,1,False,1584,1.0,convex_scaly,foul|yellow,1,0,0,0,0,0,0,0,0,0.35514018,1.0,0.37243947,1.0,False
p,x,s,g,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,poisonous,poisonous,convex,smooth,gray,no_bruises,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,1,False,192,1.0,convex_smooth,creosote|gray,1,0,0,0,0,0,0,0,0,0.43843284,1.0,0.4620061,1.0,False
e,f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,0,1,0,0,0,0,0,0,0.4338896,0.0,0.4353671,0.0,True
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,poisonous,poisonous,flat,fibrous,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,several,woods,1,False,1584,1.0,flat_fibrous,foul|gray,1,0,0,0,0,0,0,0,0,0.3222632,1.0,0.3201581,1.0,False
p,x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,poisonous,poisonous,convex,fibrous,gray,no_bruises,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods,1,False,192,1.0,convex_fibrous,creosote|gray,0,1,0,0,0,0,0,0,0,0.37457046,1.0,0.37906137,1.0,False
e,f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,edible,edible,flat,scaly,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|gray,1,0,0,0,0,0,0,0,0,0.42522758,0.0,0.4353671,0.0,True
e,f,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,edible,edible,flat,scaly,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_scaly,none|gray,0,0,0,0,0,1,0,0,0,0.45466492,0.0,0.4353671,0.0,True
e,f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,edible,edible,flat,scaly,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_scaly,none|gray,0,0,1,0,0,0,0,0,0,0.42522758,0.0,0.4353671,0.0,True
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,edible,edible,convex,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,convex_scaly,none|brown,0,0,1,0,0,0,0,0,0,0.35622817,0.0,0.37243947,0.0,True
p,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,poisonous,poisonous,convex,fibrous,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,grasses,1,False,1584,1.0,convex_fibrous,foul|yellow,1,0,0,0,0,0,0,0,0,0.36973834,1.0,0.37906137,1.0,False
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,edible,edible,flat,fibrous,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,flat_fibrous,none|gray,0,0,0,0,0,1,0,0,0,0.3222632,0.0,0.3201581,0.0,True
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,poisonous,poisonous,convex,fibrous,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,one,large,chocolate,several,paths,1,False,1584,1.0,convex_fibrous,foul|gray,1,0,0,0,0,0,0,0,0,0.36973834,1.0,0.37906137,1.0,False
e,f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,edible,edible,flat,scaly,red,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_scaly,none|red,0,0,0,0,0,1,0,0,0,0.45466492,0.0,0.4353671,0.0,True
e,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,flat_fibrous,none|red,0,0,1,0,0,0,0,0,0,0.31840795,0.0,0.3201581,0.0,True
p,f,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,poisonous,poisonous,flat,fibrous,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,one,large,chocolate,solitary,woods,1,False,1584,1.0,flat_fibrous,foul|gray,1,0,0,0,0,0,0,0,0,0.3222632,1.0,0.3201581,1.0,False
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_fibrous,none|red,1,0,0,0,0,0,0,0,0,0.3222632,0.0,0.3201581,0.0,True
p,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,p,poisonous,poisonous,convex,fibrous,yellow,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,one,large,chocolate,solitary,paths,1,False,1584,1.0,convex_fibrous,foul|yellow,0,0,0,0,1,0,0,0,0,0.36973834,1.0,0.37906137,1.0,False
e,f,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_fibrous,none|red,0,0,0,0,0,1,0,0,0,0.31840795,0.0,0.3201581,0.0,True
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,edible,edible,flat,fibrous,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_fibrous,none|gray,0,0,0,0,0,1,0,0,0,0.31840795,0.0,0.3201581,0.0,True
e,f,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_fibrous,none|red,1,0,0,0,0,0,0,0,0,0.31840795,0.0,0.3201581,0.0,True
e,f,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,edible,edible,flat,scaly,red,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_scaly,none|red,0,1,0,0,0,0,0,0,0,0.4338896,0.0,0.4353671,0.0,True
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,edible,edible,flat,scaly,red,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|red,0,1,0,0,0,0,0,0,0,0.4338896,0.0,0.4353671,0.0,True
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,1,0,0,0,0,0,0,0,0.4338896,0.0,0.4353671,0.0,True
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,edible,edible,flat,fibrous,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_fibrous,none|gray,0,0,1,0,0,0,0,0,0,0.3226994,0.0,0.3201581,0.0,True
e,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_fibrous,none|red,1,0,0,0,0,0,0,0,0,0.32133996,0.0,0.3201581,0.0,True
p,x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,poisonous,poisonous,convex,fibrous,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,grasses,1,False,1584,1.0,convex_fibrous,foul|gray,0,0,0,0,1,0,0,0,0,0.36973834,1.0,0.37906137,1.0,False
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,0,0,0,0,1,0,0,0,0.4338896,0.0,0.4353671,0.0,True
p,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,poisonous,poisonous,convex,fibrous,gray,no_bruises,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,1,False,192,1.0,convex_fibrous,creosote|gray,0,1,0,0,0,0,0,0,0,0.38730854,1.0,0.37906137,1.0,False
e,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,0,1,0,0,0,0,0,0,0.4338896,0.0,0.4353671,0.0,True
e,f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,edible,edible,flat,scaly,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_scaly,none|gray,0,0,1,0,0,0,0,0,0,0.4338896,0.0,0.4353671,0.0,True
e,x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,edible,edible,convex,fibrous,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,convex_fibrous,none|red,1,0,0,0,0,0,0,0,0,0.38730854,0.0,0.37906137,0.0,True
e,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,edible,edible,flat,scaly,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|red,1,0,0,0,0,0,0,0,0,0.45466492,0.0,0.4353671,0.0,True
e,f,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,edible,edible,flat,fibrous,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_fibrous,none|gray,1,0,0,0,0,0,0,0,0,0.31840795,0.0,0.3201581,0.0,True
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,edible,edible,convex,scaly,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,convex_scaly,none|gray,1,0,0,0,0,0,0,0,0,0.35514018,0.0,0.37243947,0.0,True
p,x,f,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,poisonous,poisonous,convex,fibrous,pink,no_bruises,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,woods,1,False,192,1.0,convex_fibrous,creosote|pink,0,0,0,0,1,0,0,0,0,0.37457046,1.0,0.37906137,1.0,False
e,x,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,edible,edible,convex,scaly,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,convex_scaly,none|brown,0,1,0,0,0,0,0,0,0,0.3880597,0.0,0.37243947,0.0,True
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,1,0,0,0,0,0,0,0,0.42522758,0.0,0.4353671,0.0,True
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,edible,edible,flat,scaly,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|gray,0,0,1,0,0,0,0,0,0,0.42948717,0.0,0.4353671,0.0,True
p,f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,poisonous,poisonous,flat,fibrous,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,one,large,chocolate,solitary,grasses,1,False,1584,1.0,flat_fibrous,foul|gray,0,0,0,0,1,0,0,0,0,0.31840795,1.0,0.3201581,1.0,False
e,f,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,edible,edible,flat,scaly,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_scaly,none|gray,0,0,1,0,0,0,0,0,0,0.45466492,0.0,0.4353671,0.0,True
e,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,edible,edible,flat,scaly,red,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|red,0,1,0,0,0,0,0,0,0,0.42948717,0.0,0.4353671,0.0,True
p,x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,poisonous,poisonous,convex,fibrous,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,solitary,grasses,1,False,1584,1.0,convex_fibrous,foul|gray,0,0,0,0,1,0,0,0,0,0.36973834,1.0,0.37906137,1.0,False
e,f,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,1,0,0,0,0,0,0,0,0.42522758,0.0,0.4353671,0.0,True
p,x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,poisonous,poisonous,convex,fibrous,gray,no_bruises,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,one,large,chocolate,several,grasses,1,False,1584,1.0,convex_fibrous,foul|gray,0,0,0,1,0,0,0,0,0,0.37457046,1.0,0.37906137,1.0,False
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_fibrous,none|red,0,0,1,0,0,0,0,0,0,0.3222632,0.0,0.3201581,0.0,True
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,edible,edible,convex,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,convex_scaly,none|brown,0,0,1,0,0,0,0,0,0,0.35622817,0.0,0.37243947,0.0,True
e,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,edible,edible,convex,scaly,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,convex_scaly,none|gray,1,0,0,0,0,0,0,0,0,0.35622817,0.0,0.37243947,0.0,True
e,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,edible,edible,flat,scaly,red,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_scaly,none|red,0,0,0,0,0,1,0,0,0,0.45466492,0.0,0.4353671,0.0,True
p,x,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,poisonous,poisonous,convex,scaly,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,woods,1,False,1584,1.0,convex_scaly,foul|gray,1,0,0,0,0,0,0,0,0,0.3880597,1.0,0.37243947,1.0,False
p,x,s,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,poisonous,poisonous,convex,smooth,gray,no_bruises,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,1,False,192,1.0,convex_smooth,creosote|gray,0,0,0,0,1,0,0,0,0,0.46628132,1.0,0.4620061,1.0,False
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,poisonous,poisonous,convex,fibrous,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,grasses,1,False,1584,1.0,convex_fibrous,foul|gray,1,0,0,0,0,0,0,0,0,0.38730854,1.0,0.37906137,1.0,False
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,p,poisonous,poisonous,convex,fibrous,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,several,paths,1,False,1584,1.0,convex_fibrous,foul|gray,1,0,0,0,0,0,0,0,0,0.37457046,1.0,0.37906137,1.0,False
p,f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,poisonous,poisonous,flat,fibrous,gray,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,one,large,chocolate,solitary,paths,1,False,1584,1.0,flat_fibrous,foul|gray,1,0,0,0,0,0,0,0,0,0.3226994,1.0,0.3201581,1.0,False
e,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,edible,edible,flat,fibrous,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_fibrous,none|gray,0,0,0,0,0,1,0,0,0,0.32133996,0.0,0.3201581,0.0,True
p,x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,poisonous,poisonous,convex,fibrous,gray,no_bruises,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,several,woods,1,False,1584,1.0,convex_fibrous,foul|gray,0,0,0,0,1,0,0,0,0,0.37697518,1.0,0.37906137,1.0,False
e,f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,edible,edible,flat,scaly,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,flat_scaly,none|red,1,0,0,0,0,0,0,0,0,0.42948717,0.0,0.4353671,0.0,True
e,f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,0,1,0,0,0,0,0,0,0.42948717,0.0,0.4353671,0.0,True
e,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,1,0,0,0,0,0,0,0,0.4338896,0.0,0.4353671,0.0,True
p,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,poisonous,poisonous,convex,scaly,yellow,no_bruises,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,one,large,chocolate,solitary,woods,1,False,1584,1.0,convex_scaly,foul|yellow,1,0,0,0,0,0,0,0,0,0.35514018,1.0,0.37243947,1.0,False
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,edible,edible,flat,scaly,gray,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|gray,0,1,0,0,0,0,0,0,0,0.42522758,0.0,0.4353671,0.0,True
p,x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,poisonous,poisonous,convex,fibrous,pink,no_bruises,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,woods,1,False,192,1.0,convex_fibrous,creosote|pink,0,0,0,0,0,1,0,0,0,0.36973834,1.0,0.37906137,1.0,False
e,f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,edible,edible,flat,fibrous,red,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,solitary,woods,0,True,2776,0.031700287,flat_fibrous,none|red,0,0,1,0,0,0,0,0,0,0.31840795,0.0,0.3201581,0.0,True
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,edible,edible,flat,scaly,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,woods,0,True,2776,0.031700287,flat_scaly,none|brown,0,1,0,0,0,0,0,0,0,0.42522758,0.0,0.4353671,0.0,True
e,x,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,edible,edible,convex,scaly,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,black,several,woods,0,True,2776,0.031700287,convex_scaly,none|brown,0,1,0,0,0,0,0,0,0,0.37456647,0.0,0.37243947,0.0,True
